0,我的歌并不为谁而唱。但如果有人驻足聆听，我希望他能从中获得片刻的安宁。
1,想要赏月吗？你可以坐到我的摇椅上，找个舒服的角度。或者我们一起去月亮上，赏提瓦特也行。
2,我过去每天都会在银月之庭漫步很久，不用担心我跟不上你的步伐。
3,你可以叫我哥伦比娅，也可以叫我库塔尔、月神大人…选你喜欢的吧。我习惯了有很多名字的日子。若你需要的话，我会给予你月亮的赐福。
4,避雨的时候倾听雨水冲刷大地，会给我一种在「家」的安全感。
5,天晴了，晚上应该能看到月亮吧？
6,唔…！看不到闪电的话…很容易被雷声吓到…
7,我喜欢雪。美丽又安静，还能和月灵们打雪仗。你想现在来玩玩吗？
8,睁不开眼的话，就把手给我，我带你走。
9,夜晚的沙子踩上去很凉快，很舒服。但到了白天就会变得好烫好烫…
10,早…看到我的发绳了吗？嗯？头发有些乱…？在哪边？帮我梳梳。
11,呼…月亮还没升起来，我想先抱着月灵们睡个午觉。
12,夜幕落下…不觉得这种说法很有趣吗？就好像「夜晚」是被月亮绊了一跤才掉下来的一样。
13,睡不着吗？唔…月灵们有时也会这样。一般这种时候，我就给月灵们唱唱歌，讲讲故事。要不要给你也试试？
14,我习惯了用月矩力去「感受」，这比「看」更能为我展现事物的真相。不过，我偶尔遇到好奇的时候，也会悄悄睁开眼睛偷看一下。我的眼罩是镂空的。
15,我曾以为自己一直在流浪，月亮才是我的「家」。但现在，我的「家」不仅变多了，也变得更近了。
16,我很久之前就听说过你。在「愚人众」的时候，其他执行官聊起过你的事迹。但似乎当时觉得你的名号太多，他们还没讲到名字的时候，我就已经睡着了。
17,能告诉我一些旅行期间的注意事项吗？比如怎么和其他国家的人说话之类的。嗯…？你说更应该关注生火和捕猎的技巧…日常的交通方式？这些…不是用月矩力就可以了吗？
18,三位女神将她们的权能交予了我。三份力量互相交汇，很耀眼，又很温柔。我能从中感受到她们对这个世界的眷恋，以及在生命最后时刻给予这个世界的期盼与祝福。我将继承她们的月光，让它照亮月下的世界，照亮我们共同的「家」。
19,在至冬作为「愚人众」执行官第三席的时候，能够享受到许多生活中的便利。坐列车不用买票、去科洛列夫茨基剧团也不用排队…啊，但去餐厅吃饭的话，虽然能够…「报销」？但那好像很复杂，我搞不懂。所以我都是和桑多涅，或者阿蕾奇诺一起去吃。
20,月亮上的风景比我之前期待的还要美丽得多。蓝色的月矩力静静流淌，变为了一眼望不到边的海洋。漂亮的水母们在这片月色的海洋上自由飘荡。还有不知生活在哪里的粉色霜鳍鲸、好大好大的月灵…等我花些时间，把月亮上的「家」打理好，就请朋友们来做客吧。
21,要是往菈乌玛头顶的方向递去一缕月光，她的角冠就会长得更高更大，算准角度，还能一下子戳中长在高处的果实…后来？嗯…被训了。
22,前段时间我们还保持着联系。「有没有推荐的书？想拿来读给月灵们听。」像这样和尼可小姐说了一句之后，她送来了很多有趣的书籍，还向我详细介绍了每一个故事的灵感和设定。我问她，「什么时候才能读到尼可小姐亲笔写的书呢？」结果她突然消失不见了。嗯…或许是写书去了吧。
23,在枫丹担任最高审判官的水之龙？唔…听上去也是一位会将人投进囚牢的龙呢。不太想见他。
24,如果在旅途中巧遇的话，我会和他们打个招呼的。
25,我第一次在至冬宫的花园里唱歌的时候，「女皇」恰好途经那里，她静静地站在一旁，像一尊还没来得及刻画表情的雕像。有一刻，我感觉她想对我说些什么，但没有。她把感情封进了厚厚的冰层，只对外显露她作为女皇的一角…我的答案留在月亮上，她的答案，或许葬在了冰山之下。
26,他像是故意想成为他代号的反语。名为「丑角」，语调却严肃深沉，总是说些难懂的话。他佩戴嗤笑世界的面具，自己却从不微笑。
27,尊敬他的人不少，畏惧他的人也多。唔…不好懂么？那些习惯生活在阴暗处的生物是不会选择靠近光源的。光太危险，只会拖长他们自身的影子。
28,曾有一段时间，「博士」很照顾我，他说对待我就像对待自己的妹妹一样。后来我发现，越是在他心中亲近的人，他利用起来便越是自如。「既然是一家人，应该要学着忍让吧？」我看得出他由衷那么想，而我不想那么做。这种需要只会令我回想起在第一个家时，石台下的那些贪婪目光。
29,壁炉之家孩子们很多，有时会有些吵闹。我听见他们都叫阿蕾奇诺「父亲」，以为这是在壁炉之家时需要遵守的规矩。于是我在阿蕾奇诺经过时，也那样叫了一声。然后我才知道，原来壁炉之家还能那么安静。
30,我可以教你怎么学他说话，只需要把「钱」、「该死的潘塔罗涅」和「我保证」三个词组混在一起就行了。「钱呢？该死的潘塔罗涅。我保证过的」是一种，「我保证让该死的潘塔罗涅吐出钱来」又是一种。你看，很神奇吧？
